,trade_date,close,close_base,signals,return_rate_day,return_rate_cum
0,20181204,5.02,0.0,0,0.0,1.6965628356605775
0,20181205,4.93,0.0,0,0.0,1.6965628356605775
0,20181206,4.77,0.0,0,0.0,1.6965628356605775
0,20181207,4.78,0.0,0,0.0,1.6965628356605775
0,20181210,4.7,0.0,0,0.0,1.6965628356605775
0,20181211,4.7,0.0,0,0.0,1.6965628356605775
0,20181212,4.76,0.0,0,0.0,1.6965628356605775
0,20181213,4.82,0.0,0,0.0,1.6965628356605775
0,20181214,4.6,0.0,0,0.0,1.6965628356605775
0,20181217,4.66,0.0,0,0.0,1.6965628356605775
0,20181218,4.64,0.0,0,0.0,1.6965628356605775
0,20181219,4.56,0.0,0,0.0,1.6965628356605775
0,20181220,4.6,0.0,0,0.0,1.6965628356605775
0,20181221,4.51,0.0,0,0.0,1.6965628356605775
0,20181224,4.57,0.0,0,0.0,1.6965628356605775
0,20181225,4.4,0.0,0,0.0,1.6965628356605775
0,20181226,4.44,0.0,0,0.0,1.6965628356605775
0,20181227,4.3,0.0,0,0.0,1.6965628356605775
0,20181228,4.31,0.0,0,0.0,1.6965628356605775
0,20190102,4.3,0.0,0,0.0,1.6965628356605775
0,20190103,4.24,0.0,0,0.0,1.6965628356605775
0,20190104,4.37,0.0,0,0.0,1.6965628356605775
0,20190107,4.45,4.45,1,0.0,1.6965628356605775
0,20190108,4.52,4.45,1,1.5730337078651548,3.2695965435257324
0,20190109,4.48,4.45,1,-0.8988764044943629,2.3707201390313695
0,20190110,4.45,4.45,0,-0.674157303370792,1.6965628356605773
0,20190111,4.47,0.0,0,0.0,1.6965628356605773
0,20190114,4.48,0.0,0,0.0,1.6965628356605773
0,20190115,4.52,0.0,0,0.0,1.6965628356605773
0,20190116,4.46,0.0,0,0.0,1.6965628356605773
0,20190117,4.38,0.0,0,0.0,1.6965628356605773
0,20190118,4.43,0.0,0,0.0,1.6965628356605773
0,20190121,4.45,0.0,0,0.0,1.6965628356605773
0,20190122,4.29,0.0,0,0.0,1.6965628356605773
0,20190123,4.29,0.0,0,0.0,1.6965628356605773
0,20190124,4.3,0.0,0,0.0,1.6965628356605773
0,20190125,4.28,0.0,0,0.0,1.6965628356605773
0,20190128,4.22,0.0,0,0.0,1.6965628356605773
0,20190129,4.19,0.0,0,0.0,1.6965628356605773
0,20190130,4.14,0.0,0,0.0,1.6965628356605773
0,20190131,4.07,0.0,0,0.0,1.6965628356605773
0,20190201,4.24,0.0,0,0.0,1.6965628356605773
0,20190211,4.33,0.0,0,0.0,1.6965628356605773
0,20190212,4.4,0.0,0,0.0,1.6965628356605773
0,20190213,4.56,0.0,0,0.0,1.6965628356605773
0,20190214,4.56,0.0,0,0.0,1.6965628356605773
0,20190215,4.62,0.0,0,0.0,1.6965628356605773
0,20190218,4.76,0.0,0,0.0,1.6965628356605773
0,20190219,4.89,0.0,0,0.0,1.6965628356605773
0,20190220,4.82,0.0,0,0.0,1.6965628356605773
0,20190221,4.8,0.0,0,0.0,1.6965628356605773
0,20190222,4.95,0.0,0,0.0,1.6965628356605773
0,20190225,5.26,0.0,0,0.0,1.6965628356605773
0,20190226,5.19,0.0,0,0.0,1.6965628356605773
0,20190227,5.23,0.0,0,0.0,1.6965628356605773
0,20190228,5.16,0.0,0,0.0,1.6965628356605773
0,20190301,5.28,0.0,0,0.0,1.6965628356605773
0,20190304,5.35,0.0,0,0.0,1.6965628356605773
0,20190305,5.89,0.0,0,0.0,1.6965628356605773
0,20190306,6.22,0.0,0,0.0,1.6965628356605773
0,20190307,6.43,0.0,0,0.0,1.6965628356605773
0,20190308,6.08,0.0,0,0.0,1.6965628356605773
0,20190311,6.41,0.0,0,0.0,1.6965628356605773
0,20190312,6.75,0.0,0,0.0,1.6965628356605773
0,20190313,6.61,0.0,0,0.0,1.6965628356605773
0,20190314,6.21,0.0,0,0.0,1.6965628356605773
0,20190315,6.33,0.0,0,0.0,1.6965628356605773
0,20190318,6.51,0.0,0,0.0,1.6965628356605773
0,20190319,6.57,0.0,0,0.0,1.6965628356605773
0,20190320,6.88,0.0,0,0.0,1.6965628356605773
0,20190321,7.38,0.0,0,0.0,1.6965628356605773
0,20190322,7.56,0.0,0,0.0,1.6965628356605773
0,20190325,7.22,0.0,0,0.0,1.6965628356605773
0,20190326,6.85,0.0,0,0.0,1.6965628356605773
0,20190327,6.76,0.0,0,0.0,1.6965628356605773
0,20190328,6.51,0.0,0,0.0,1.6965628356605773
0,20190329,6.71,0.0,0,0.0,1.6965628356605773
0,20190401,6.88,0.0,0,0.0,1.6965628356605773
0,20190402,7.0,0.0,0,0.0,1.6965628356605773
0,20190403,6.94,0.0,0,0.0,1.6965628356605773
0,20190404,7.19,0.0,0,0.0,1.6965628356605773
0,20190408,6.88,0.0,0,0.0,1.6965628356605773
0,20190409,6.87,0.0,0,0.0,1.6965628356605773
0,20190410,6.76,0.0,0,0.0,1.6965628356605773
0,20190411,6.59,0.0,0,0.0,1.6965628356605773
0,20190412,6.56,0.0,0,0.0,1.6965628356605773
0,20190415,6.58,0.0,0,0.0,1.6965628356605773
0,20190416,6.67,0.0,0,0.0,1.6965628356605773
0,20190417,6.68,0.0,0,0.0,1.6965628356605773
0,20190418,6.64,0.0,0,0.0,1.6965628356605773
0,20190419,7.07,0.0,0,0.0,1.6965628356605773
0,20190422,6.85,6.85,1,0.0,1.6965628356605773
0,20190423,6.57,6.85,0,-4.087591240875903,-2.3910284052153257
0,20190424,6.64,0.0,0,0.0,-2.3910284052153257
0,20190425,6.2,0.0,0,0.0,-2.3910284052153257
0,20190426,6.18,0.0,0,0.0,-2.3910284052153257
0,20190429,5.8,0.0,0,0.0,-2.3910284052153257
0,20190430,6.18,0.0,0,0.0,-2.3910284052153257
